message_id,user_id,server_id,channel_id,sent_ts,char_count
m_000019990,u_000130,s_00116,c_000430,2025-02-27 17:22:55,45
m_000019991,u_001864,s_00104,c_000096,2025-02-15 23:58:43,141
m_000019992,u_000402,s_00014,c_000327,2025-01-01 23:32:48,179
m_000019993,u_001910,s_00084,c_001046,2025-01-29 15:48:18,25
m_000019994,u_000677,s_00010,c_000367,2025-01-30 12:41:38,18
m_000019995,u_000671,s_00139,c_000259,2025-01-25 23:59:29,185
m_000019996,u_000413,s_00140,c_000521,2025-02-23 17:42:13,188
m_000019997,u_000329,s_00027,c_000563,2025-01-08 23:23:37,249
m_000019998,u_001592,s_00067,c_001135,2025-01-07 23:58:30,29
m_000019999,u_000823,s_00036,c_000823,2025-01-20 15:04:22,107
m_000020000,u_001107,s_00053,c_000936,2025-01-14 18:08:37,130
m_000020001,u_000620,s_00125,c_000033,2025-01-14 23:47:34,11
m_000020002,u_000829,s_00137,c_001029,2025-02-23 19:56:59,48
m_000020003,u_000950,s_00024,c_000468,2025-01-12 14:25:54,51
m_000020004,u_000606,s_00117,c_000112,2025-01-04 19:23:54,223
m_000020005,u_001185,s_00013,c_000351,2025-02-15 18:13:18,222
m_000020006,u_000917,s_00062,c_000782,2025-02-10 23:30:24,231
m_000020007,u_001530,s_00091,c_000081,2025-02-09 22:28:03,15
m_000020008,u_001549,s_00084,c_000903,2025-02-06 15:24:53,235
m_000020009,u_001264,s_00099,c_000201,2025-01-05 20:54:56,267
m_000020010,u_000196,s_00128,c_001009,2025-02-28 12:46:38,186
m_000020011,u_001773,s_00143,c_000191,2025-01-10 16:19:02,241
m_000020012,u_001382,s_00060,c_001063,2025-01-10 23:32:25,279
m_000020013,u_001457,s_00038,c_000901,2025-01-22 20:36:01,196
m_000020014,u_001295,s_00007,c_000234,2025-01-11 23:51:00,167
m_000020015,u_001025,s_00017,c_000485,2025-01-27 21:21:29,71
m_000020016,u_001119,s_00121,c_000102,2025-01-24 22:39:45,270
m_000020017,u_000229,s_00054,c_000055,2025-02-21 20:53:42,159
m_000020018,u_001828,s_00086,c_000428,2025-01-01 11:19:06,235
m_000020019,u_001597,s_00117,c_000267,2025-01-03 21:42:33,23
m_000020020,u_001809,s_00049,c_000927,2025-01-29 23:42:10,185
m_000020021,u_001418,s_00012,c_000868,2025-01-14 23:29:15,158
m_000020022,u_000518,s_00096,c_000359,2025-02-09 11:26:56,164
m_000020023,u_000662,s_00067,c_000267,2025-02-23 23:36:09,92
m_000020024,u_001727,s_00114,c_001061,2025-01-12 19:28:17,178
m_000020025,u_000454,s_00147,c_000525,2025-01-23 18:00:56,259
m_000020026,u_001220,s_00137,c_000781,2025-01-07 18:43:11,21
m_000020027,u_001312,s_00032,c_000789,2025-01-14 20:10:20,99
m_000020028,u_000353,s_00083,c_000826,2025-02-24 16:27:42,131
m_000020029,u_000158,s_00141,c_001153,2025-02-04 19:42:06,22
m_000020030,u_000065,s_00096,c_000845,2025-01-03 22:43:41,271
m_000020031,u_001567,s_00138,c_000072,2025-02-27 21:01:35,63
m_000020032,u_000572,s_00149,c_000480,2025-02-12 22:14:02,209
m_000020033,u_000444,s_00114,c_000265,2025-02-26 23:15:05,192
m_000020034,u_001808,s_00028,c_000292,2025-01-30 20:09:21,129
m_000020035,u_001178,s_00118,c_000266,2025-02-01 22:12:32,266
m_000020036,u_000043,s_00021,c_001019,2025-01-01 18:49:40,24
m_000020037,u_000595,s_00025,c_001060,2025-01-07 21:43:41,150
m_000020038,u_000936,s_00127,c_000242,2025-01-23 21:35:06,183
m_000020039,u_000940,s_00083,c_000661,2025-01-09 16:04:44,68
m_000020040,u_001562,s_00049,c_000542,2025-01-05 18:22:48,173
m_000020041,u_001592,s_00119,c_000901,2025-01-19 15:37:47,230
m_000020042,u_000060,s_00103,c_001039,2025-02-09 20:30:25,56
m_000020043,u_000564,s_00026,c_000551,2025-02-21 19:33:03,237
m_000020044,u_001192,s_00041,c_000501,2025-01-14 23:05:42,110
m_000020045,u_000064,s_00135,c_000567,2025-02-17 22:20:25,138
m_000020046,u_001134,s_00005,c_000594,2025-01-02 21:04:45,11
m_000020047,u_000146,s_00042,c_001168,2025-02-28 23:16:42,119
m_000020048,u_001137,s_00019,c_000152,2025-01-29 22:28:01,168
m_000020049,u_000139,s_00085,c_000197,2025-01-31 23:05:17,211
m_000020050,u_001463,s_00068,c_000470,2025-01-12 23:14:43,6
m_000020051,u_000906,s_00071,c_000476,2025-02-04 23:47:17,26
m_000020052,u_001894,s_00132,c_000585,2025-02-14 23:07:48,16
m_000020053,u_000157,s_00131,c_001184,2025-01-19 15:40:08,181
m_000020054,u_001733,s_00099,c_000700,2025-01-01 23:33:13,21
m_000020055,u_000804,s_00008,c_000312,2025-01-31 17:28:00,1
m_000020056,u_000959,s_00088,c_000317,2025-02-18 23:52:13,211
m_000020057,u_001386,s_00083,c_000133,2025-02-13 18:05:44,18
m_000020058,u_001236,s_00078,c_000022,2025-02-04 23:06:22,5
m_000020059,u_001751,s_00023,c_000355,2025-01-03 16:23:17,123
m_000020060,u_001655,s_00037,c_000841,2025-01-14 23:32:26,192
m_000020061,u_000435,s_00068,c_001003,2025-02-23 23:02:48,150
m_000020062,u_000535,s_00109,c_000838,2025-02-21 23:34:56,16
m_000020063,u_001746,s_00137,c_001194,2025-02-06 23:31:13,136
m_000020064,u_001612,s_00129,c_000297,2025-03-01 21:27:51,278
m_000020065,u_001949,s_00080,c_000747,2025-01-19 20:01:50,42
m_000020066,u_001821,s_00082,c_000927,2025-02-22 21:54:43,234
m_000020067,u_001245,s_00144,c_001187,2025-01-20 16:37:53,95
m_000020068,u_001917,s_00140,c_000346,2025-01-01 19:14:34,64
m_000020069,u_001460,s_00103,c_000213,2025-03-01 23:33:54,15
m_000020070,u_001765,s_00130,c_001172,2025-02-02 23:03:33,68
m_000020071,u_000951,s_00049,c_000754,2025-01-18 19:47:46,205
m_000020072,u_001925,s_00105,c_000940,2025-02-03 19:48:17,277
m_000020073,u_000140,s_00129,c_000711,2025-02-03 23:44:04,30
m_000020074,u_001806,s_00060,c_000170,2025-02-23 19:32:24,25
m_000020075,u_001912,s_00144,c_000157,2025-01-22 17:54:18,99
m_000020076,u_001570,s_00143,c_000382,2025-02-19 23:26:11,56
m_000020077,u_001883,s_00043,c_000739,2025-02-03 20:55:32,259
m_000020078,u_000822,s_00000,c_001148,2025-02-20 22:22:53,214
m_000020079,u_000630,s_00053,c_000643,2025-01-26 19:57:37,125
m_000020080,u_000256,s_00025,c_000626,2025-01-04 22:02:13,34
m_000020081,u_000377,s_00113,c_000907,2025-01-30 15:45:30,22
m_000020082,u_001726,s_00135,c_000824,2025-01-19 19:59:29,268
m_000020083,u_000122,s_00023,c_000996,2025-01-05 20:28:31,259
m_000020084,u_000384,s_00127,c_000364,2025-02-01 18:56:41,231
m_000020085,u_000982,s_00091,c_000268,2025-01-04 23:44:03,212
m_000020086,u_000706,s_00047,c_000810,2025-02-01 23:52:54,171
m_000020087,u_001839,s_00079,c_000132,2025-02-21 23:10:30,247
m_000020088,u_000057,s_00017,c_000931,2025-02-08 19:51:39,7
m_000020089,u_000077,s_00135,c_001109,2025-02-20 18:20:13,45
m_000020090,u_000532,s_00055,c_000785,2025-02-28 12:00:02,125
m_000020091,u_001211,s_00039,c_000888,2025-02-28 16:32:22,224
m_000020092,u_000699,s_00010,c_000642,2025-02-18 18:59:53,228
m_000020093,u_001664,s_00077,c_000434,2025-02-06 23:23:14,230
m_000020094,u_000184,s_00112,c_000264,2025-02-09 17:32:46,64
m_000020095,u_000741,s_00097,c_000644,2025-01-19 22:03:26,275
m_000020096,u_001294,s_00046,c_001084,2025-02-20 23:07:51,142
m_000020097,u_001213,s_00135,c_000986,2025-02-22 17:26:12,178
m_000020098,u_001023,s_00128,c_000445,2025-02-04 21:28:30,192
m_000020099,u_000872,s_00090,c_000195,2025-02-26 23:24:55,59
m_000020100,u_000181,s_00091,c_001187,2025-02-26 20:19:53,129
m_000020101,u_000122,s_00089,c_000001,2025-01-18 20:34:04,198
m_000020102,u_000102,s_00127,c_000219,2025-02-13 18:18:08,109
m_000020103,u_000996,s_00052,c_000655,2025-01-25 17:16:53,32
m_000020104,u_001759,s_00106,c_001005,2025-02-21 15:18:55,256
m_000020105,u_000170,s_00102,c_000111,2025-01-31 17:57:47,19
m_000020106,u_000121,s_00096,c_000294,2025-02-20 19:06:11,86
m_000020107,u_001360,s_00009,c_001154,2025-01-26 21:18:14,69
m_000020108,u_000988,s_00005,c_000082,2025-02-05 23:14:06,78
m_000020109,u_000606,s_00121,c_000244,2025-02-05 14:02:46,79
m_000020110,u_000031,s_00036,c_000040,2025-02-09 15:05:45,61
m_000020111,u_001595,s_00143,c_000883,2025-02-24 23:36:36,106
m_000020112,u_001313,s_00081,c_000395,2025-02-04 18:08:55,232
m_000020113,u_001166,s_00015,c_000853,2025-02-24 22:00:40,182
m_000020114,u_000458,s_00122,c_000020,2025-01-07 23:19:08,171
m_000020115,u_001863,s_00032,c_000199,2025-01-07 22:46:20,181
m_000020116,u_000116,s_00082,c_000137,2025-02-07 20:07:29,198
m_000020117,u_001460,s_00036,c_000030,2025-02-12 23:46:02,172
m_000020118,u_001443,s_00020,c_000013,2025-01-30 20:55:36,153
m_000020119,u_001438,s_00110,c_000276,2025-01-08 18:14:12,6
m_000020120,u_001195,s_00001,c_001031,2025-02-22 20:33:38,36
m_000020121,u_000596,s_00131,c_000649,2025-01-20 19:22:18,234
m_000020122,u_000896,s_00135,c_000909,2025-01-28 20:45:35,29
m_000020123,u_000868,s_00027,c_000151,2025-01-24 16:31:22,99
m_000020124,u_001726,s_00079,c_001079,2025-01-14 23:00:16,93
m_000020125,u_001479,s_00136,c_001128,2025-02-24 19:29:46,167
m_000020126,u_000938,s_00074,c_000716,2025-01-11 16:53:01,13
m_000020127,u_001432,s_00122,c_000939,2025-01-22 17:29:39,266
m_000020128,u_001932,s_00018,c_000495,2025-02-16 16:34:55,127
m_000020129,u_001376,s_00099,c_000269,2025-02-06 15:22:32,124
m_000020130,u_000700,s_00060,c_001051,2025-01-02 23:45:12,108
m_000020131,u_000012,s_00126,c_000135,2025-02-08 23:07:24,155
m_000020132,u_001748,s_00072,c_000464,2025-02-17 15:12:03,255
m_000020133,u_000030,s_00087,c_000081,2025-01-22 16:08:40,7
m_000020134,u_001006,s_00149,c_000366,2025-02-17 16:33:26,93
m_000020135,u_000124,s_00016,c_000983,2025-02-11 21:26:07,178
m_000020136,u_001749,s_00016,c_000892,2025-01-31 20:46:56,38
m_000020137,u_000060,s_00103,c_001058,2025-02-01 21:39:43,216
m_000020138,u_001357,s_00124,c_000979,2025-02-07 16:26:01,259
m_000020139,u_001540,s_00112,c_000631,2025-01-20 15:35:54,81
m_000020140,u_001451,s_00074,c_001159,2025-01-11 17:25:32,194
m_000020141,u_001085,s_00005,c_000677,2025-01-28 23:10:14,11
m_000020142,u_001174,s_00034,c_000778,2025-01-01 23:24:24,38
m_000020143,u_000997,s_00134,c_000506,2025-01-13 15:57:54,236
m_000020144,u_001506,s_00125,c_000358,2025-01-25 23:01:11,236
m_000020145,u_000163,s_00101,c_000958,2025-01-03 22:06:40,266
m_000020146,u_001769,s_00067,c_001102,2025-02-21 16:05:38,111
m_000020147,u_001544,s_00141,c_001048,2025-01-22 21:43:14,34
m_000020148,u_001930,s_00049,c_000886,2025-01-23 20:49:06,154
m_000020149,u_000177,s_00120,c_000376,2025-02-25 20:37:44,209
m_000020150,u_000407,s_00147,c_000987,2025-02-17 22:04:59,88
m_000020151,u_000436,s_00084,c_001080,2025-01-23 23:54:49,212
m_000020152,u_000804,s_00083,c_000550,2025-01-16 22:41:07,141
m_000020153,u_001628,s_00000,c_000290,2025-02-23 20:59:56,172
m_000020154,u_001566,s_00114,c_000789,2025-01-24 17:32:24,22
m_000020155,u_001377,s_00107,c_000264,2025-01-05 19:00:45,41
m_000020156,u_000772,s_00047,c_001170,2025-01-27 21:27:03,168
m_000020157,u_000177,s_00128,c_001021,2025-01-29 18:23:51,78
m_000020158,u_001379,s_00083,c_000789,2025-02-06 23:56:37,215
m_000020159,u_000138,s_00077,c_000624,2025-01-18 23:02:35,256
m_000020160,u_000394,s_00023,c_000212,2025-02-18 14:36:43,105
m_000020161,u_000794,s_00125,c_000062,2025-01-26 17:46:29,118
m_000020162,u_001547,s_00127,c_000019,2025-02-01 23:01:34,57
m_000020163,u_001198,s_00057,c_000122,2025-02-11 20:31:04,203
m_000020164,u_000198,s_00090,c_000508,2025-02-17 23:50:53,233
m_000020165,u_000485,s_00110,c_000345,2025-01-19 16:26:14,146
m_000020166,u_001693,s_00080,c_000419,2025-01-02 21:46:00,42
m_000020167,u_001163,s_00073,c_000214,2025-01-09 18:17:52,101
m_000020168,u_001310,s_00017,c_000864,2025-02-03 19:47:36,14
m_000020169,u_000706,s_00149,c_001195,2025-01-03 18:32:47,131
m_000020170,u_001623,s_00119,c_000001,2025-01-28 23:19:51,223
m_000020171,u_001169,s_00009,c_000860,2025-01-19 18:00:20,161
m_000020172,u_000153,s_00114,c_001071,2025-01-19 23:18:16,82
m_000020173,u_001438,s_00103,c_000526,2025-02-13 20:34:03,218
m_000020174,u_000567,s_00109,c_000685,2025-02-07 23:27:38,190
m_000020175,u_001679,s_00065,c_000968,2025-01-29 22:06:19,202
m_000020176,u_001273,s_00110,c_000764,2025-01-01 14:37:10,31
m_000020177,u_000378,s_00077,c_000352,2025-03-01 20:44:26,122
m_000020178,u_000056,s_00029,c_000377,2025-02-28 19:11:51,113
m_000020179,u_000162,s_00004,c_000034,2025-01-14 22:55:11,189
m_000020180,u_000484,s_00011,c_000962,2025-02-09 20:54:13,211
m_000020181,u_000227,s_00101,c_000438,2025-02-24 13:04:34,30
m_000020182,u_001312,s_00058,c_001048,2025-02-05 18:18:00,1
m_000020183,u_000317,s_00066,c_000429,2025-02-19 18:10:58,224
m_000020184,u_000878,s_00126,c_000619,2025-01-15 20:26:01,118
m_000020185,u_000635,s_00038,c_000168,2025-02-16 21:28:16,24
m_000020186,u_001310,s_00043,c_000084,2025-01-25 22:37:09,102
m_000020187,u_000054,s_00014,c_000756,2025-02-11 22:13:45,108
m_000020188,u_000786,s_00024,c_000869,2025-01-15 10:49:52,96
m_000020189,u_001656,s_00029,c_000463,2025-01-02 22:10:14,158
m_000020190,u_000484,s_00005,c_000759,2025-01-05 23:39:47,83
m_000020191,u_001693,s_00084,c_000358,2025-02-16 20:02:37,221
m_000020192,u_000329,s_00066,c_000829,2025-02-27 17:36:09,41
m_000020193,u_001415,s_00005,c_000725,2025-01-13 16:29:12,25
m_000020194,u_000553,s_00146,c_001018,2025-01-01 23:35:37,23
m_000020195,u_000700,s_00062,c_000867,2025-01-19 21:01:43,164
m_000020196,u_001035,s_00084,c_001055,2025-02-20 17:26:21,204
m_000020197,u_001404,s_00058,c_001188,2025-01-14 20:56:40,151
m_000020198,u_001046,s_00076,c_000433,2025-01-26 18:42:09,128
m_000020199,u_001141,s_00100,c_001062,2025-01-26 18:31:42,97
m_000020200,u_000569,s_00141,c_000544,2025-02-24 20:58:06,181
m_000020201,u_001319,s_00011,c_000018,2025-01-13 20:14:59,265
m_000020202,u_000129,s_00029,c_001149,2025-02-22 17:23:57,214
m_000020203,u_000167,s_00073,c_000182,2025-02-21 18:30:27,153
m_000020204,u_000304,s_00029,c_000142,2025-01-05 23:29:04,35
m_000020205,u_001743,s_00054,c_000654,2025-02-10 16:21:20,14
m_000020206,u_001216,s_00069,c_000833,2025-01-10 20:45:38,178
m_000020207,u_000686,s_00132,c_000555,2025-02-08 22:02:04,256
m_000020208,u_001244,s_00043,c_000735,2025-01-04 17:44:03,266
m_000020209,u_000528,s_00003,c_001047,2025-02-14 17:01:00,170
m_000020210,u_001451,s_00074,c_000686,2025-01-03 17:54:43,54
m_000020211,u_000762,s_00021,c_000977,2025-01-20 16:14:19,123
m_000020212,u_001228,s_00093,c_000720,2025-02-12 23:01:26,217
m_000020213,u_000486,s_00003,c_000634,2025-02-03 18:22:49,182
m_000020214,u_000068,s_00022,c_000608,2025-01-10 19:29:40,264
m_000020215,u_001983,s_00078,c_001138,2025-02-08 16:55:06,139
m_000020216,u_001302,s_00140,c_000418,2025-02-24 21:00:25,137
m_000020217,u_001288,s_00144,c_000431,2025-02-03 17:41:42,17
m_000020218,u_001198,s_00149,c_000946,2025-01-04 22:32:44,40
m_000020219,u_001782,s_00035,c_000782,2025-02-04 16:11:47,126
m_000020220,u_000032,s_00104,c_000170,2025-01-03 23:05:44,255
m_000020221,u_001894,s_00102,c_000835,2025-01-04 17:50:16,105
m_000020222,u_000906,s_00073,c_000036,2025-01-11 21:11:35,16
m_000020223,u_001154,s_00111,c_000610,2025-01-28 21:59:31,110
m_000020224,u_001870,s_00034,c_000385,2025-01-05 23:26:08,128
m_000020225,u_001592,s_00125,c_000258,2025-02-04 14:34:24,55
m_000020226,u_000688,s_00004,c_000749,2025-01-14 16:23:11,168
m_000020227,u_001800,s_00103,c_000185,2025-01-07 18:10:12,121
m_000020228,u_000157,s_00131,c_000431,2025-02-08 23:35:26,271
m_000020229,u_000283,s_00141,c_000193,2025-01-11 19:21:58,5
m_000020230,u_000445,s_00039,c_000151,2025-01-10 23:43:51,71
m_000020231,u_000527,s_00086,c_000465,2025-02-04 23:33:34,231
m_000020232,u_001339,s_00148,c_000748,2025-02-04 19:53:33,278
m_000020233,u_000785,s_00031,c_000805,2025-01-11 23:33:44,274
m_000020234,u_001696,s_00102,c_001107,2025-01-30 18:58:42,51
m_000020235,u_001236,s_00084,c_000372,2025-01-31 20:31:42,14
m_000020236,u_001202,s_00087,c_000428,2025-01-15 21:36:51,213
m_000020237,u_001531,s_00075,c_001032,2025-01-14 23:43:27,251
m_000020238,u_000800,s_00098,c_000218,2025-02-27 23:58:29,277
m_000020239,u_000679,s_00058,c_000715,2025-01-11 19:07:39,32
m_000020240,u_000207,s_00040,c_000890,2025-02-28 17:05:31,61
m_000020241,u_001679,s_00101,c_000544,2025-02-17 21:25:18,124
m_000020242,u_000456,s_00090,c_001027,2025-01-04 22:31:16,68
m_000020243,u_001304,s_00040,c_000385,2025-02-18 23:50:29,79
m_000020244,u_001573,s_00050,c_000129,2025-01-24 23:15:39,52
m_000020245,u_000727,s_00071,c_000136,2025-01-20 18:09:39,235
m_000020246,u_000312,s_00028,c_000638,2025-02-04 17:49:02,59
m_000020247,u_001353,s_00007,c_000660,2025-01-20 21:57:47,177
m_000020248,u_000636,s_00051,c_000627,2025-02-01 14:18:21,268
m_000020249,u_001698,s_00125,c_000453,2025-01-25 23:22:27,58
m_000020250,u_000875,s_00137,c_000561,2025-02-02 16:13:41,136
m_000020251,u_000662,s_00097,c_001155,2025-01-12 20:25:53,207
m_000020252,u_001441,s_00007,c_000568,2025-02-22 14:03:41,191
m_000020253,u_000756,s_00094,c_000890,2025-02-02 17:38:29,7
m_000020254,u_001586,s_00132,c_001026,2025-02-17 22:27:10,199
m_000020255,u_001376,s_00138,c_000162,2025-02-28 16:51:57,190
m_000020256,u_001759,s_00033,c_000297,2025-02-10 18:56:22,69
m_000020257,u_000844,s_00037,c_000667,2025-02-15 23:07:09,111
m_000020258,u_000166,s_00043,c_000899,2025-02-24 21:48:48,108
m_000020259,u_000343,s_00030,c_001048,2025-01-17 18:21:41,63
m_000020260,u_000007,s_00086,c_000869,2025-02-17 14:52:32,200
m_000020261,u_001702,s_00084,c_001127,2025-01-22 23:59:40,36
m_000020262,u_000477,s_00003,c_001192,2025-01-08 23:28:18,10
m_000020263,u_000388,s_00002,c_001117,2025-01-12 11:20:35,98
m_000020264,u_001203,s_00021,c_000739,2025-02-16 14:40:25,145
m_000020265,u_000484,s_00011,c_000980,2025-02-11 23:16:07,221
m_000020266,u_001951,s_00035,c_001145,2025-02-17 17:51:46,225
m_000020267,u_001728,s_00058,c_000332,2025-01-21 23:46:27,121
m_000020268,u_000887,s_00096,c_000669,2025-02-21 17:52:19,264
m_000020269,u_001279,s_00017,c_000758,2025-02-22 23:19:54,115
m_000020270,u_000755,s_00065,c_000440,2025-01-02 14:05:25,140
m_000020271,u_000848,s_00052,c_000851,2025-02-13 18:57:38,81
m_000020272,u_000947,s_00031,c_000855,2025-03-01 18:12:47,254
m_000020273,u_000746,s_00076,c_001000,2025-01-22 22:40:36,150
m_000020274,u_000858,s_00131,c_000272,2025-02-14 20:50:06,25
m_000020275,u_000353,s_00083,c_001063,2025-01-24 18:11:07,195
m_000020276,u_001299,s_00068,c_001154,2025-02-20 18:55:14,121
m_000020277,u_000125,s_00025,c_000637,2025-01-09 12:36:57,67
m_000020278,u_001808,s_00122,c_000529,2025-02-15 18:55:33,49
m_000020279,u_001808,s_00122,c_000388,2025-01-29 16:46:19,118
m_000020280,u_000404,s_00135,c_000899,2025-02-26 21:03:54,182
m_000020281,u_000083,s_00045,c_000631,2025-02-25 17:16:27,50
m_000020282,u_000945,s_00105,c_000762,2025-02-16 22:37:02,191
m_000020283,u_000113,s_00146,c_001106,2025-02-08 18:32:31,197
m_000020284,u_000788,s_00090,c_000848,2025-01-20 19:38:31,57
m_000020285,u_001496,s_00003,c_000631,2025-01-29 19:55:50,152
m_000020286,u_000605,s_00049,c_000193,2025-02-09 17:42:29,232
m_000020287,u_001776,s_00142,c_000168,2025-01-25 20:26:47,226
m_000020288,u_000025,s_00145,c_000867,2025-02-24 13:17:20,212
m_000020289,u_001410,s_00103,c_000521,2025-02-06 21:13:45,101
m_000020290,u_000995,s_00091,c_000015,2025-01-30 20:52:00,139
m_000020291,u_000474,s_00132,c_000913,2025-02-24 21:51:51,45
m_000020292,u_000845,s_00147,c_000884,2025-01-09 23:20:43,27
m_000020293,u_000530,s_00120,c_001168,2025-01-24 23:26:07,88
m_000020294,u_001231,s_00075,c_000313,2025-01-04 18:14:36,170
m_000020295,u_001914,s_00119,c_000507,2025-02-06 16:16:36,209
m_000020296,u_000990,s_00020,c_000736,2025-02-28 18:47:42,258
m_000020297,u_001390,s_00079,c_000956,2025-02-28 23:02:23,179
m_000020298,u_001211,s_00105,c_000250,2025-02-17 16:38:44,40
m_000020299,u_001649,s_00008,c_000327,2025-02-05 23:05:31,39
m_000020300,u_001117,s_00026,c_000769,2025-01-01 20:24:22,208
m_000020301,u_000878,s_00126,c_000436,2025-02-11 21:16:39,269
m_000020302,u_000229,s_00054,c_001157,2025-01-26 23:35:38,180
m_000020303,u_001547,s_00127,c_000357,2025-02-22 18:12:48,109
m_000020304,u_001785,s_00095,c_000037,2025-02-25 21:41:57,118
m_000020305,u_001954,s_00114,c_000813,2025-01-28 23:05:07,190
m_000020306,u_001446,s_00098,c_000907,2025-02-28 16:10:27,28
m_000020307,u_000700,s_00063,c_001100,2025-01-04 13:55:56,122
m_000020308,u_001397,s_00090,c_000315,2025-02-15 20:13:49,22
m_000020309,u_000625,s_00085,c_000982,2025-01-27 15:20:58,94
m_000020310,u_001786,s_00001,c_001161,2025-02-05 21:55:07,157
m_000020311,u_000079,s_00137,c_000712,2025-01-08 19:06:13,238
m_000020312,u_001785,s_00086,c_000300,2025-01-26 23:16:48,36
m_000020313,u_001459,s_00059,c_000641,2025-02-23 23:53:18,46
m_000020314,u_001768,s_00009,c_000797,2025-02-20 13:58:58,178
m_000020315,u_000471,s_00015,c_001020,2025-02-17 18:36:25,266
m_000020316,u_001003,s_00001,c_000575,2025-01-21 15:30:20,69
m_000020317,u_000498,s_00011,c_001125,2025-02-15 21:54:13,211
m_000020318,u_001412,s_00138,c_000370,2025-01-11 15:39:40,68
m_000020319,u_001261,s_00048,c_000935,2025-01-25 23:19:28,3
m_000020320,u_001375,s_00083,c_000864,2025-01-20 13:59:05,93
m_000020321,u_001463,s_00125,c_000787,2025-02-15 19:35:56,124
m_000020322,u_000084,s_00127,c_000788,2025-01-29 16:47:27,63
m_000020323,u_000796,s_00033,c_000956,2025-02-04 18:03:05,180
m_000020324,u_000495,s_00064,c_000117,2025-01-08 17:57:36,53
m_000020325,u_001881,s_00000,c_000584,2025-01-07 20:32:17,244
m_000020326,u_001050,s_00014,c_001135,2025-02-27 15:39:21,187
m_000020327,u_000308,s_00011,c_000509,2025-01-10 18:09:08,95
m_000020328,u_000764,s_00089,c_000152,2025-01-05 23:23:27,67
m_000020329,u_001047,s_00106,c_001156,2025-02-19 20:09:52,100
m_000020330,u_000636,s_00103,c_000901,2025-01-20 23:28:31,45
m_000020331,u_001224,s_00071,c_000662,2025-02-22 19:08:55,264
m_000020332,u_001533,s_00008,c_001138,2025-01-22 17:36:32,147
m_000020333,u_001224,s_00071,c_000690,2025-02-08 15:08:38,145
m_000020334,u_001148,s_00054,c_001030,2025-01-20 21:54:21,249
m_000020335,u_001309,s_00090,c_000140,2025-01-15 23:04:19,136
m_000020336,u_000564,s_00049,c_000529,2025-02-16 23:15:32,124
m_000020337,u_001264,s_00066,c_000617,2025-02-24 22:12:06,45
m_000020338,u_000095,s_00124,c_000637,2025-01-03 23:24:06,24
m_000020339,u_001576,s_00055,c_000454,2025-02-22 23:02:04,196
m_000020340,u_000742,s_00042,c_000035,2025-01-15 23:40:05,106
m_000020341,u_001620,s_00046,c_000335,2025-02-12 23:24:44,245
m_000020342,u_000498,s_00053,c_000967,2025-02-07 23:05:03,214
m_000020343,u_001948,s_00094,c_001157,2025-02-15 15:15:57,153
m_000020344,u_001030,s_00127,c_000095,2025-01-15 17:33:29,131
m_000020345,u_001873,s_00100,c_001115,2025-01-07 23:24:10,31
m_000020346,u_000574,s_00112,c_001171,2025-01-21 17:24:49,212
m_000020347,u_001029,s_00057,c_001173,2025-02-15 15:15:20,90
m_000020348,u_001418,s_00125,c_000306,2025-01-06 22:00:51,14
m_000020349,u_001402,s_00017,c_000419,2025-02-22 19:02:09,253
m_000020350,u_000495,s_00004,c_000232,2025-01-04 23:41:13,11
m_000020351,u_000786,s_00021,c_000780,2025-02-10 14:35:29,42
m_000020352,u_000452,s_00026,c_000184,2025-02-16 15:29:30,145
m_000020353,u_001297,s_00032,c_000369,2025-02-25 23:35:59,127
m_000020354,u_000811,s_00000,c_000669,2025-02-13 16:59:35,146
m_000020355,u_000011,s_00127,c_000533,2025-01-06 17:23:29,63
m_000020356,u_000574,s_00010,c_000477,2025-01-08 18:14:40,213
m_000020357,u_000718,s_00094,c_000319,2025-01-10 10:56:22,264
m_000020358,u_001114,s_00111,c_000274,2025-01-24 22:22:26,199
m_000020359,u_001819,s_00086,c_000701,2025-03-01 14:36:21,111
m_000020360,u_001962,s_00127,c_000211,2025-01-21 22:40:25,24
m_000020361,u_001344,s_00031,c_000346,2025-02-22 13:46:25,185
m_000020362,u_001798,s_00123,c_000085,2025-01-06 22:24:10,37
m_000020363,u_000030,s_00087,c_000351,2025-01-16 19:51:12,188
m_000020364,u_001715,s_00077,c_000346,2025-02-20 19:40:36,88
m_000020365,u_001036,s_00019,c_000505,2025-02-25 22:50:29,52
m_000020366,u_000728,s_00136,c_000326,2025-02-12 23:23:52,188
m_000020367,u_000716,s_00070,c_000027,2025-01-04 20:24:43,218
m_000020368,u_000687,s_00139,c_000432,2025-01-31 19:40:01,83
m_000020369,u_001607,s_00120,c_001078,2025-01-28 17:19:49,109
m_000020370,u_000906,s_00029,c_000694,2025-02-20 21:13:06,273
m_000020371,u_000219,s_00127,c_000266,2025-01-12 23:19:59,257
m_000020372,u_001790,s_00019,c_001131,2025-03-01 22:31:43,268
m_000020373,u_001198,s_00123,c_000756,2025-02-25 15:53:40,202
m_000020374,u_000762,s_00021,c_000810,2025-02-22 20:09:23,28
m_000020375,u_001414,s_00142,c_000081,2025-03-01 17:03:43,243
m_000020376,u_000690,s_00050,c_000318,2025-02-10 15:00:37,171
m_000020377,u_001184,s_00032,c_000457,2025-01-07 18:43:20,186
