voice_session_id,user_id,server_id,started_ts,ended_ts
v_000008211,u_000668,s_00012,2025-01-04 21:46:36,2025-01-04 22:16:36
v_000008212,u_000355,s_00067,2025-02-28 17:08:50,2025-02-28 17:09:50
v_000008213,u_001546,s_00003,2025-02-15 18:43:47,2025-02-15 18:46:47
v_000008214,u_001594,s_00139,2025-02-18 23:11:58,2025-02-18 23:35:58
v_000008215,u_001558,s_00131,2025-02-13 22:05:46,2025-02-13 22:15:46
v_000008216,u_001629,s_00129,2025-01-06 22:57:46,2025-01-06 23:31:46
v_000008217,u_001385,s_00039,2025-01-15 18:52:04,2025-01-15 18:58:04
v_000008218,u_001956,s_00102,2025-02-14 14:22:29,2025-02-14 14:38:29
v_000008219,u_000982,s_00030,2025-02-05 16:34:31,2025-02-05 16:53:31
v_000008220,u_000438,s_00113,2025-01-13 18:18:32,2025-01-13 19:06:32
v_000008221,u_000096,s_00054,2025-02-04 18:48:43,2025-02-04 18:59:43
v_000008222,u_001934,s_00033,2025-01-14 23:46:50,2025-01-15 00:01:50
v_000008223,u_001649,s_00008,2025-03-01 22:32:42,2025-03-01 23:30:42
v_000008224,u_000358,s_00134,2025-02-11 23:36:05,2025-02-11 23:38:05
v_000008225,u_000917,s_00062,2025-02-23 23:18:18,2025-02-23 23:20:18
v_000008226,u_000961,s_00080,2025-01-12 19:32:46,2025-01-12 19:51:46
v_000008227,u_001588,s_00090,2025-02-27 17:01:33,2025-02-27 17:13:33
v_000008228,u_001890,s_00144,2025-01-22 23:07:56,2025-01-23 00:11:56
v_000008229,u_000039,s_00004,2025-01-16 23:31:47,2025-01-16 23:46:47
v_000008230,u_001264,s_00013,2025-02-04 23:52:32,2025-02-05 00:06:32
v_000008231,u_001764,s_00008,2025-01-11 16:28:46,2025-01-11 16:29:46
v_000008232,u_001725,s_00005,2025-01-31 07:33:35,2025-01-31 08:06:35
v_000008233,u_001129,s_00044,2025-02-13 20:52:43,2025-02-13 21:01:43
v_000008234,u_000721,s_00081,2025-01-22 23:53:12,2025-01-23 00:28:12
v_000008235,u_001370,s_00146,2025-02-05 23:47:38,2025-02-05 23:56:38
v_000008236,u_001663,s_00125,2025-01-07 16:15:24,2025-01-07 16:45:24
v_000008237,u_000647,s_00028,2025-01-29 18:59:41,2025-01-29 19:12:41
v_000008238,u_000852,s_00067,2025-02-05 10:08:02,2025-02-05 10:10:02
v_000008239,u_000866,s_00103,2025-01-29 12:54:18,2025-01-29 13:04:18
v_000008240,u_000054,s_00014,2025-02-25 20:15:58,2025-02-25 20:18:58
v_000008241,u_000465,s_00049,2025-01-05 23:50:06,2025-01-06 01:05:06
v_000008242,u_000737,s_00046,2025-01-06 16:44:13,2025-01-06 17:26:13
v_000008243,u_000473,s_00032,2025-01-26 17:47:12,2025-01-26 18:06:12
v_000008244,u_000410,s_00084,2025-01-17 22:54:36,2025-01-17 22:57:36
v_000008245,u_001430,s_00013,2025-02-12 22:36:32,2025-02-12 23:27:32
v_000008246,u_001893,s_00147,2025-02-12 23:56:21,2025-02-13 00:00:21
v_000008247,u_000184,s_00050,2025-02-27 20:51:58,2025-02-27 21:09:58
v_000008248,u_000864,s_00054,2025-01-25 21:47:38,2025-01-25 22:18:38
v_000008249,u_000475,s_00070,2025-02-09 10:17:14,2025-02-09 10:24:14
v_000008250,u_000963,s_00059,2025-02-23 15:58:47,2025-02-23 16:00:47
v_000008251,u_001733,s_00099,2025-02-01 20:20:46,2025-02-01 20:21:46
v_000008252,u_001422,s_00040,2025-01-11 15:18:13,2025-01-11 15:24:13
v_000008253,u_001697,s_00099,2025-01-18 15:11:06,2025-01-18 15:18:06
v_000008254,u_001817,s_00054,2025-01-03 22:32:52,2025-01-03 22:35:52
v_000008255,u_001676,s_00052,2025-02-10 17:58:32,2025-02-10 18:38:32
v_000008256,u_001684,s_00069,2025-02-15 20:12:41,2025-02-15 20:48:41
v_000008257,u_001044,s_00107,2025-01-17 11:48:29,2025-01-17 12:10:29
v_000008258,u_001231,s_00024,2025-01-31 12:05:02,2025-01-31 12:23:02
v_000008259,u_001509,s_00008,2025-01-05 23:31:27,2025-01-05 23:33:27
v_000008260,u_000305,s_00070,2025-01-05 21:35:57,2025-01-05 21:42:57
v_000008261,u_000216,s_00015,2025-02-09 21:56:38,2025-02-09 22:39:38
v_000008262,u_001291,s_00110,2025-02-10 15:52:55,2025-02-10 16:02:55
v_000008263,u_001718,s_00025,2025-01-05 23:48:50,2025-01-06 00:00:50
v_000008264,u_001522,s_00070,2025-01-21 18:42:18,2025-01-21 20:47:18
v_000008265,u_001693,s_00004,2025-02-01 14:53:47,2025-02-01 15:37:47
v_000008266,u_000527,s_00055,2025-02-06 12:05:46,2025-02-06 12:36:46
v_000008267,u_000008,s_00063,2025-01-16 09:28:05,2025-01-16 09:43:05
v_000008268,u_001691,s_00148,2025-02-15 21:29:04,2025-02-15 22:14:04
v_000008269,u_000106,s_00125,2025-01-11 19:33:26,2025-01-11 19:45:26
v_000008270,u_000731,s_00148,2025-01-09 23:58:25,2025-01-10 00:29:25
v_000008271,u_001245,s_00144,2025-01-21 23:38:30,2025-01-21 23:44:30
v_000008272,u_001840,s_00043,2025-02-08 20:46:51,2025-02-08 21:10:51
v_000008273,u_000836,s_00131,2025-02-25 20:52:51,2025-02-25 21:09:51
v_000008274,u_001908,s_00083,2025-01-11 21:08:39,2025-01-11 21:11:39
v_000008275,u_001231,s_00024,2025-01-10 15:23:49,2025-01-10 15:33:49
v_000008276,u_000174,s_00013,2025-02-20 19:34:42,2025-02-20 19:39:42
v_000008277,u_000068,s_00022,2025-01-10 21:18:30,2025-01-10 21:59:30
v_000008278,u_001215,s_00097,2025-01-11 21:24:25,2025-01-11 21:50:25
v_000008279,u_000450,s_00074,2025-02-07 16:43:26,2025-02-07 16:44:26
v_000008280,u_000071,s_00064,2025-02-06 23:53:28,2025-02-07 00:03:28
v_000008281,u_001088,s_00121,2025-02-06 21:25:25,2025-02-06 21:47:25
v_000008282,u_001683,s_00000,2025-02-15 18:09:50,2025-02-15 18:11:50
v_000008283,u_001749,s_00139,2025-01-15 22:51:07,2025-01-15 23:12:07
v_000008284,u_001356,s_00007,2025-02-09 20:38:27,2025-02-09 21:09:27
v_000008285,u_001009,s_00014,2025-01-04 15:38:19,2025-01-04 16:14:19
v_000008286,u_000449,s_00001,2025-01-21 23:07:20,2025-01-21 23:52:20
v_000008287,u_001119,s_00007,2025-02-13 18:52:45,2025-02-13 19:13:45
v_000008288,u_000115,s_00131,2025-02-11 21:38:54,2025-02-11 22:53:54
v_000008289,u_001987,s_00100,2025-02-20 23:27:15,2025-02-20 23:30:15
v_000008290,u_000284,s_00112,2025-01-30 20:43:02,2025-01-30 20:45:02
v_000008291,u_000229,s_00078,2025-01-18 23:03:05,2025-01-18 23:15:05
v_000008292,u_001843,s_00101,2025-02-21 15:01:22,2025-02-21 15:13:22
v_000008293,u_001512,s_00029,2025-01-17 19:24:59,2025-01-17 19:41:59
v_000008294,u_000996,s_00108,2025-02-23 19:54:15,2025-02-23 20:01:15
v_000008295,u_000255,s_00003,2025-02-05 17:52:04,2025-02-05 18:14:04
v_000008296,u_000801,s_00001,2025-01-16 13:59:10,2025-01-16 14:00:10
v_000008297,u_001809,s_00090,2025-01-05 17:34:41,2025-01-05 18:01:41
v_000008298,u_000713,s_00015,2025-01-22 23:29:24,2025-01-22 23:50:24
v_000008299,u_000442,s_00048,2025-03-01 22:06:04,2025-03-01 22:36:04
v_000008300,u_001692,s_00145,2025-01-29 17:50:41,2025-01-29 20:11:41
v_000008301,u_000095,s_00056,2025-01-19 13:53:31,2025-01-19 14:14:31
v_000008302,u_000391,s_00040,2025-01-23 14:31:10,2025-01-23 14:40:10
v_000008303,u_001904,s_00127,2025-02-12 18:55:10,2025-02-12 19:47:10
v_000008304,u_000276,s_00076,2025-02-28 19:44:59,2025-02-28 20:56:59
v_000008305,u_000298,s_00149,2025-02-27 22:53:35,2025-02-27 22:55:35
v_000008306,u_000955,s_00084,2025-02-27 23:26:17,2025-02-28 00:22:17
v_000008307,u_000587,s_00033,2025-02-28 11:45:30,2025-02-28 11:53:30
v_000008308,u_000729,s_00038,2025-02-15 19:15:10,2025-02-15 19:18:10
v_000008309,u_000948,s_00133,2025-02-16 17:07:15,2025-02-16 17:37:15
v_000008310,u_001506,s_00005,2025-01-16 18:43:09,2025-01-16 18:44:09
v_000008311,u_001576,s_00023,2025-02-23 23:59:13,2025-02-24 00:16:13
v_000008312,u_000917,s_00072,2025-02-04 21:22:38,2025-02-04 21:23:38
v_000008313,u_001080,s_00113,2025-01-20 14:52:43,2025-01-20 15:21:43
v_000008314,u_001418,s_00012,2025-01-09 17:45:01,2025-01-09 17:58:01
v_000008315,u_001198,s_00149,2025-01-18 15:10:47,2025-01-18 15:17:47
v_000008316,u_000381,s_00060,2025-01-24 11:25:37,2025-01-24 11:27:37
v_000008317,u_001200,s_00003,2025-02-01 17:00:59,2025-02-01 17:28:59
v_000008318,u_001699,s_00053,2025-02-12 20:15:36,2025-02-12 21:07:36
v_000008319,u_000437,s_00133,2025-02-01 23:20:08,2025-02-01 23:42:08
v_000008320,u_000727,s_00076,2025-01-25 19:43:05,2025-01-25 19:53:05
v_000008321,u_001149,s_00118,2025-01-13 23:55:51,2025-01-14 00:20:51
v_000008322,u_000780,s_00104,2025-01-16 18:21:14,2025-01-16 18:38:14
v_000008323,u_000354,s_00129,2025-02-03 20:16:33,2025-02-03 20:21:33
v_000008324,u_001710,s_00120,2025-02-11 23:37:40,2025-02-12 00:18:40
v_000008325,u_000728,s_00054,2025-02-22 19:14:30,2025-02-22 19:15:30
v_000008326,u_000301,s_00120,2025-01-07 13:39:00,2025-01-07 13:48:00
v_000008327,u_001344,s_00114,2025-02-21 19:30:50,2025-02-21 19:32:50
v_000008328,u_001089,s_00010,2025-02-21 22:41:18,2025-02-21 22:49:18
v_000008329,u_001165,s_00124,2025-02-07 23:55:17,2025-02-07 23:56:17
v_000008330,u_000927,s_00064,2025-01-15 11:40:09,2025-01-15 12:48:09
v_000008331,u_001121,s_00015,2025-02-23 19:08:00,2025-02-23 19:28:00
v_000008332,u_001822,s_00068,2025-02-19 20:07:22,2025-02-19 20:11:22
v_000008333,u_001106,s_00001,2025-02-07 22:02:30,2025-02-07 22:45:30
v_000008334,u_000040,s_00064,2025-01-15 23:24:08,2025-01-15 23:28:08
v_000008335,u_001812,s_00025,2025-01-05 22:18:34,2025-01-05 23:32:34
v_000008336,u_000742,s_00018,2025-01-01 18:00:22,2025-01-01 18:08:22
v_000008337,u_000367,s_00053,2025-02-04 21:55:06,2025-02-04 21:58:06
v_000008338,u_001748,s_00024,2025-02-05 23:12:06,2025-02-06 00:05:06
v_000008339,u_000451,s_00037,2025-01-02 14:17:28,2025-01-02 14:41:28
v_000008340,u_000440,s_00090,2025-01-10 23:26:53,2025-01-10 23:39:53
v_000008341,u_001463,s_00107,2025-01-24 14:56:44,2025-01-24 14:57:44
v_000008342,u_000760,s_00038,2025-02-28 22:42:02,2025-02-28 23:18:02
v_000008343,u_001048,s_00020,2025-02-17 13:53:16,2025-02-17 14:16:16
v_000008344,u_000820,s_00052,2025-02-26 20:42:45,2025-02-26 20:45:45
v_000008345,u_000167,s_00021,2025-02-08 17:26:03,2025-02-08 17:36:03
v_000008346,u_001636,s_00087,2025-01-10 18:41:16,2025-01-10 19:27:16
v_000008347,u_000049,s_00066,2025-02-15 18:44:18,2025-02-15 19:26:18
v_000008348,u_000807,s_00117,2025-02-03 23:09:00,2025-02-04 00:26:00
v_000008349,u_000740,s_00070,2025-02-17 18:24:56,2025-02-17 19:06:56
v_000008350,u_000502,s_00053,2025-01-11 12:59:52,2025-01-11 13:28:52
v_000008351,u_000147,s_00125,2025-01-29 18:16:59,2025-01-29 18:30:59
v_000008352,u_001076,s_00117,2025-01-26 20:55:27,2025-01-26 21:02:27
v_000008353,u_001053,s_00081,2025-02-10 20:55:16,2025-02-10 21:44:16
v_000008354,u_001332,s_00105,2025-01-16 15:47:04,2025-01-16 16:09:04
v_000008355,u_001971,s_00091,2025-01-29 23:38:04,2025-01-30 00:37:04
v_000008356,u_001702,s_00109,2025-01-30 14:21:45,2025-01-30 14:22:45
v_000008357,u_001459,s_00059,2025-01-12 17:56:27,2025-01-12 18:06:27
v_000008358,u_000085,s_00093,2025-01-23 20:21:45,2025-01-23 21:16:45
v_000008359,u_000542,s_00054,2025-01-06 10:10:13,2025-01-06 10:39:13
v_000008360,u_001022,s_00003,2025-01-21 19:16:47,2025-01-21 19:17:47
v_000008361,u_000887,s_00042,2025-02-01 23:36:32,2025-02-01 23:46:32
v_000008362,u_001180,s_00051,2025-02-11 14:19:42,2025-02-11 14:32:42
v_000008363,u_001305,s_00133,2025-02-03 21:12:09,2025-02-03 21:31:09
v_000008364,u_001584,s_00025,2025-02-11 23:19:55,2025-02-11 23:25:55
v_000008365,u_000512,s_00096,2025-02-18 18:29:53,2025-02-18 19:44:53
v_000008366,u_001667,s_00034,2025-01-06 22:20:55,2025-01-06 22:42:55
v_000008367,u_000758,s_00001,2025-02-13 23:37:24,2025-02-13 23:52:24
v_000008368,u_001312,s_00102,2025-01-27 20:07:25,2025-01-27 20:09:25
v_000008369,u_000745,s_00058,2025-02-08 18:45:22,2025-02-08 19:45:22
v_000008370,u_000358,s_00134,2025-02-13 23:17:10,2025-02-13 23:22:10
v_000008371,u_001909,s_00117,2025-02-24 13:45:42,2025-02-24 13:46:42
v_000008372,u_000815,s_00117,2025-02-02 23:37:59,2025-02-02 23:38:59
v_000008373,u_000696,s_00063,2025-01-26 16:36:10,2025-01-26 16:41:10
v_000008374,u_000165,s_00143,2025-01-16 10:08:41,2025-01-16 10:13:41
v_000008375,u_001729,s_00002,2025-01-13 18:05:52,2025-01-13 18:29:52
v_000008376,u_001002,s_00037,2025-01-05 23:14:38,2025-01-05 23:30:38
v_000008377,u_001851,s_00036,2025-01-09 23:26:14,2025-01-10 00:07:14
v_000008378,u_001576,s_00024,2025-02-24 15:38:52,2025-02-24 15:40:52
v_000008379,u_001056,s_00067,2025-01-06 23:05:30,2025-01-06 23:31:30
v_000008380,u_001857,s_00122,2025-01-11 15:50:32,2025-01-11 15:59:32
v_000008381,u_001167,s_00015,2025-01-29 23:42:06,2025-01-29 23:49:06
v_000008382,u_000851,s_00067,2025-01-06 23:15:17,2025-01-07 00:18:17
v_000008383,u_000042,s_00006,2025-01-22 17:36:19,2025-01-22 18:08:19
v_000008384,u_000716,s_00053,2025-02-08 15:55:05,2025-02-08 16:10:05
v_000008385,u_000425,s_00144,2025-01-04 23:41:08,2025-01-04 23:47:08
v_000008386,u_001076,s_00117,2025-02-20 20:10:25,2025-02-20 20:11:25
v_000008387,u_000417,s_00145,2025-01-15 22:05:18,2025-01-15 23:10:18
v_000008388,u_000292,s_00135,2025-01-31 23:58:30,2025-02-01 00:12:30
v_000008389,u_000911,s_00034,2025-02-27 23:28:36,2025-02-27 23:50:36
v_000008390,u_000547,s_00034,2025-02-26 11:18:32,2025-02-26 11:25:32
v_000008391,u_000384,s_00128,2025-02-24 21:19:55,2025-02-24 21:51:55
v_000008392,u_000396,s_00128,2025-01-11 18:45:41,2025-01-11 18:53:41
v_000008393,u_001426,s_00078,2025-02-20 21:44:39,2025-02-20 22:24:39
v_000008394,u_000536,s_00041,2025-02-13 22:21:04,2025-02-13 22:28:04
v_000008395,u_000080,s_00119,2025-02-14 22:35:20,2025-02-14 22:53:20
v_000008396,u_000335,s_00104,2025-02-06 22:32:15,2025-02-07 01:03:15
v_000008397,u_001977,s_00063,2025-01-02 13:41:16,2025-01-02 13:46:16
v_000008398,u_000513,s_00141,2025-02-26 19:01:53,2025-02-26 20:10:53
v_000008399,u_000982,s_00033,2025-02-10 14:32:34,2025-02-10 14:35:34
v_000008400,u_000047,s_00028,2025-01-06 20:15:47,2025-01-06 22:23:47
v_000008401,u_001770,s_00037,2025-01-25 23:25:24,2025-01-25 23:37:24
v_000008402,u_001258,s_00049,2025-01-25 23:00:59,2025-01-25 23:23:59
v_000008403,u_001294,s_00021,2025-02-17 21:10:58,2025-02-17 21:18:58
v_000008404,u_000195,s_00032,2025-01-14 17:52:57,2025-01-14 18:44:57
v_000008405,u_001184,s_00126,2025-02-16 15:58:17,2025-02-16 16:15:17
v_000008406,u_000805,s_00135,2025-02-02 23:47:28,2025-02-02 23:50:28
v_000008407,u_000909,s_00101,2025-01-18 18:12:47,2025-01-18 18:16:47
v_000008408,u_000494,s_00027,2025-02-02 20:09:48,2025-02-02 20:12:48
v_000008409,u_001058,s_00118,2025-01-05 18:23:28,2025-01-05 18:27:28
v_000008410,u_000172,s_00023,2025-02-02 17:35:11,2025-02-02 17:46:11
v_000008411,u_000805,s_00058,2025-02-09 14:34:38,2025-02-09 15:17:38
v_000008412,u_001850,s_00062,2025-01-13 21:47:25,2025-01-13 21:53:25
v_000008413,u_000020,s_00096,2025-01-11 14:31:10,2025-01-11 15:06:10
v_000008414,u_000798,s_00145,2025-02-18 23:41:04,2025-02-18 23:49:04
v_000008415,u_000033,s_00086,2025-01-17 15:10:26,2025-01-17 15:26:26
v_000008416,u_001251,s_00032,2025-01-30 23:38:14,2025-01-30 23:42:14
v_000008417,u_001822,s_00075,2025-02-08 18:08:09,2025-02-08 18:10:09
v_000008418,u_001612,s_00129,2025-01-19 22:41:59,2025-01-19 22:50:59
v_000008419,u_001109,s_00072,2025-02-14 20:38:06,2025-02-14 20:43:06
v_000008420,u_000048,s_00098,2025-01-12 19:35:36,2025-01-12 19:36:36
v_000008421,u_001892,s_00110,2025-01-22 18:50:30,2025-01-22 18:51:30
v_000008422,u_001255,s_00071,2025-02-22 20:43:43,2025-02-22 21:01:43
v_000008423,u_000145,s_00015,2025-01-19 16:16:51,2025-01-19 16:59:51
v_000008424,u_000547,s_00063,2025-02-23 17:21:47,2025-02-23 18:22:47
v_000008425,u_000447,s_00056,2025-02-15 19:04:52,2025-02-15 19:08:52
v_000008426,u_000504,s_00142,2025-01-07 17:55:33,2025-01-07 18:58:33
v_000008427,u_000486,s_00123,2025-02-26 23:14:23,2025-02-26 23:27:23
v_000008428,u_000348,s_00138,2025-02-09 19:26:01,2025-02-09 19:34:01
v_000008429,u_000830,s_00100,2025-01-09 20:35:49,2025-01-09 20:38:49
v_000008430,u_000986,s_00004,2025-01-26 17:09:16,2025-01-26 17:23:16
v_000008431,u_000798,s_00081,2025-02-11 16:47:19,2025-02-11 17:02:19
v_000008432,u_000360,s_00015,2025-02-04 16:58:55,2025-02-04 17:16:55
v_000008433,u_000357,s_00075,2025-02-25 18:25:13,2025-02-25 18:31:13
v_000008434,u_000566,s_00080,2025-01-30 23:39:47,2025-01-30 23:49:47
v_000008435,u_000513,s_00141,2025-02-10 19:17:40,2025-02-10 20:19:40
v_000008436,u_001427,s_00120,2025-02-11 22:07:31,2025-02-11 22:51:31
v_000008437,u_001924,s_00041,2025-01-18 23:08:40,2025-01-18 23:29:40
v_000008438,u_001938,s_00076,2025-02-10 17:04:27,2025-02-10 17:05:27
v_000008439,u_000897,s_00067,2025-01-14 15:21:51,2025-01-14 15:47:51
v_000008440,u_001255,s_00123,2025-01-31 17:53:17,2025-01-31 17:57:17
v_000008441,u_001981,s_00054,2025-02-02 18:38:12,2025-02-02 18:39:12
v_000008442,u_000317,s_00065,2025-01-03 11:01:28,2025-01-03 11:17:28
v_000008443,u_000520,s_00024,2025-02-12 16:00:03,2025-02-12 16:05:03
v_000008444,u_001253,s_00057,2025-02-14 17:30:27,2025-02-14 17:33:27
v_000008445,u_001201,s_00045,2025-02-16 08:58:57,2025-02-16 09:18:57
v_000008446,u_000493,s_00067,2025-01-11 18:48:50,2025-01-11 19:12:50
v_000008447,u_000074,s_00021,2025-02-13 22:32:49,2025-02-13 22:56:49
v_000008448,u_000594,s_00047,2025-02-18 19:25:35,2025-02-18 19:52:35
v_000008449,u_001665,s_00035,2025-02-04 16:30:55,2025-02-04 17:05:55
v_000008450,u_001837,s_00039,2025-01-10 16:28:03,2025-01-10 16:48:03
v_000008451,u_001072,s_00141,2025-02-27 20:31:54,2025-02-27 20:33:54
v_000008452,u_000275,s_00000,2025-01-15 21:05:54,2025-01-15 21:10:54
v_000008453,u_001917,s_00051,2025-01-07 20:22:05,2025-01-07 21:58:05
v_000008454,u_000982,s_00033,2025-01-06 19:08:41,2025-01-06 19:30:41
v_000008455,u_001937,s_00131,2025-01-18 23:20:33,2025-01-18 23:40:33
v_000008456,u_001158,s_00060,2025-01-29 18:01:49,2025-01-29 18:19:49
v_000008457,u_001860,s_00058,2025-02-21 15:49:48,2025-02-21 15:52:48
v_000008458,u_001420,s_00024,2025-01-14 23:33:44,2025-01-15 00:09:44
v_000008459,u_001319,s_00000,2025-01-29 18:50:40,2025-01-29 18:53:40
v_000008460,u_000280,s_00015,2025-02-09 19:17:08,2025-02-09 19:39:08
v_000008461,u_001228,s_00146,2025-01-13 16:45:02,2025-01-13 17:00:02
v_000008462,u_000320,s_00012,2025-01-28 23:57:10,2025-01-29 00:03:10
v_000008463,u_001255,s_00132,2025-02-13 20:57:39,2025-02-13 20:58:39
v_000008464,u_000266,s_00004,2025-02-22 22:16:13,2025-02-22 23:04:13
v_000008465,u_001173,s_00106,2025-01-17 19:20:09,2025-01-17 19:38:09
v_000008466,u_000333,s_00005,2025-01-01 23:41:02,2025-01-01 23:56:02
v_000008467,u_000914,s_00049,2025-01-26 21:52:46,2025-01-26 21:53:46
v_000008468,u_001696,s_00124,2025-02-13 16:28:46,2025-02-13 16:35:46
v_000008469,u_001774,s_00142,2025-02-02 17:02:00,2025-02-02 17:04:00
v_000008470,u_001178,s_00148,2025-01-01 23:31:30,2025-01-01 23:42:30
v_000008471,u_000107,s_00126,2025-02-26 13:25:17,2025-02-26 13:57:17
v_000008472,u_000575,s_00128,2025-02-11 23:09:16,2025-02-11 23:25:16
v_000008473,u_000194,s_00105,2025-01-16 20:45:05,2025-01-16 21:08:05
v_000008474,u_000441,s_00038,2025-01-27 13:34:28,2025-01-27 14:41:28
v_000008475,u_000787,s_00098,2025-02-13 20:00:19,2025-02-13 20:30:19
v_000008476,u_000158,s_00022,2025-02-26 15:24:23,2025-02-26 15:25:23
v_000008477,u_000024,s_00144,2025-01-02 12:49:47,2025-01-02 13:17:47
v_000008478,u_000013,s_00086,2025-01-25 21:42:20,2025-01-25 21:50:20
v_000008479,u_000180,s_00134,2025-02-09 22:02:09,2025-02-09 23:01:09
v_000008480,u_000108,s_00103,2025-02-04 21:24:05,2025-02-04 21:50:05
v_000008481,u_001330,s_00064,2025-01-23 23:53:34,2025-01-24 00:06:34
v_000008482,u_001061,s_00099,2025-01-26 20:28:57,2025-01-26 20:46:57
v_000008483,u_001972,s_00032,2025-02-19 15:48:01,2025-02-19 15:59:01
v_000008484,u_001347,s_00082,2025-02-18 23:25:14,2025-02-18 23:46:14
v_000008485,u_000458,s_00122,2025-01-22 23:02:50,2025-01-22 23:03:50
v_000008486,u_000275,s_00142,2025-02-14 23:54:43,2025-02-15 00:34:43
v_000008487,u_001329,s_00053,2025-01-18 18:44:21,2025-01-18 18:45:21
v_000008488,u_001396,s_00144,2025-02-25 23:27:07,2025-02-26 00:08:07
v_000008489,u_000634,s_00056,2025-02-03 22:46:48,2025-02-03 22:55:48
v_000008490,u_001457,s_00038,2025-01-06 23:11:25,2025-01-06 23:51:25
v_000008491,u_001390,s_00079,2025-03-01 16:47:58,2025-03-01 16:52:58
v_000008492,u_000824,s_00101,2025-01-14 23:56:52,2025-01-15 00:05:52
v_000008493,u_001136,s_00034,2025-01-17 18:33:09,2025-01-17 18:43:09
v_000008494,u_001175,s_00088,2025-03-01 16:34:37,2025-03-01 16:49:37
v_000008495,u_000301,s_00092,2025-02-10 18:08:01,2025-02-10 19:07:01
v_000008496,u_001844,s_00144,2025-01-01 20:10:22,2025-01-01 20:13:22
v_000008497,u_001535,s_00123,2025-01-04 16:47:56,2025-01-04 17:08:56
v_000008498,u_000597,s_00091,2025-01-31 17:47:17,2025-01-31 17:52:17
v_000008499,u_000205,s_00024,2025-02-19 23:57:18,2025-02-20 00:29:18
v_000008500,u_000205,s_00011,2025-02-22 14:13:41,2025-02-22 14:26:41
v_000008501,u_001321,s_00148,2025-01-02 17:39:39,2025-01-02 18:00:39
v_000008502,u_000169,s_00110,2025-01-23 16:37:45,2025-01-23 16:45:45
v_000008503,u_001024,s_00016,2025-01-05 14:17:43,2025-01-05 14:29:43
v_000008504,u_000686,s_00012,2025-02-05 14:39:36,2025-02-05 15:03:36
v_000008505,u_000342,s_00113,2025-01-15 17:20:46,2025-01-15 17:30:46
v_000008506,u_000122,s_00023,2025-01-31 23:47:43,2025-01-31 23:54:43
v_000008507,u_000033,s_00126,2025-01-30 21:38:14,2025-01-30 21:55:14
v_000008508,u_001165,s_00059,2025-02-21 17:39:24,2025-02-21 18:19:24
v_000008509,u_001071,s_00025,2025-02-22 17:16:32,2025-02-22 18:13:32
v_000008510,u_001379,s_00083,2025-02-03 15:58:42,2025-02-03 16:06:42
v_000008511,u_001586,s_00111,2025-02-03 15:42:21,2025-02-03 15:48:21
v_000008512,u_000172,s_00108,2025-01-14 18:25:41,2025-01-14 18:27:41
v_000008513,u_000146,s_00018,2025-02-28 21:44:16,2025-02-28 21:48:16
v_000008514,u_000994,s_00123,2025-02-17 23:51:34,2025-02-18 00:49:34
v_000008515,u_000531,s_00103,2025-01-28 22:40:49,2025-01-28 22:48:49
v_000008516,u_001491,s_00019,2025-01-22 11:33:44,2025-01-22 12:22:44
v_000008517,u_001368,s_00069,2025-02-08 16:30:48,2025-02-08 16:44:48
v_000008518,u_001372,s_00037,2025-02-22 18:20:31,2025-02-22 18:43:31
v_000008519,u_000001,s_00013,2025-02-23 17:10:45,2025-02-23 17:17:45
v_000008520,u_000246,s_00022,2025-01-20 23:26:09,2025-01-20 23:36:09
v_000008521,u_000012,s_00061,2025-01-14 23:21:49,2025-01-14 23:29:49
v_000008522,u_000998,s_00111,2025-02-15 23:09:01,2025-02-15 23:21:01
v_000008523,u_001521,s_00062,2025-01-11 12:49:18,2025-01-11 12:50:18
v_000008524,u_000340,s_00136,2025-01-08 23:43:30,2025-01-08 23:59:30
v_000008525,u_000327,s_00020,2025-02-01 15:33:00,2025-02-01 15:37:00
v_000008526,u_001073,s_00104,2025-02-15 13:05:59,2025-02-15 13:23:59
v_000008527,u_000603,s_00108,2025-01-21 16:06:10,2025-01-21 16:44:10
v_000008528,u_000514,s_00093,2025-02-20 16:09:36,2025-02-20 16:15:36
v_000008529,u_001204,s_00039,2025-02-18 22:08:56,2025-02-18 22:16:56
v_000008530,u_001326,s_00112,2025-02-24 18:42:22,2025-02-24 19:26:22
v_000008531,u_000919,s_00030,2025-02-26 17:47:16,2025-02-26 17:50:16
v_000008532,u_000192,s_00128,2025-01-21 16:21:32,2025-01-21 17:31:32
v_000008533,u_000491,s_00031,2025-02-28 16:09:14,2025-02-28 17:09:14
v_000008534,u_000894,s_00030,2025-02-20 23:57:33,2025-02-21 00:00:33
v_000008535,u_001075,s_00136,2025-01-21 23:09:01,2025-01-21 23:11:01
v_000008536,u_001271,s_00020,2025-03-01 15:32:02,2025-03-01 18:43:02
v_000008537,u_000710,s_00031,2025-02-21 23:14:13,2025-02-21 23:38:13
v_000008538,u_001578,s_00143,2025-01-10 19:03:36,2025-01-10 19:12:36
v_000008539,u_001231,s_00022,2025-01-16 23:31:24,2025-01-16 23:39:24
v_000008540,u_001744,s_00113,2025-02-16 19:49:52,2025-02-16 19:51:52
v_000008541,u_000103,s_00038,2025-01-10 21:10:41,2025-01-10 21:33:41
v_000008542,u_000119,s_00103,2025-01-09 18:03:20,2025-01-09 18:04:20
